"ID","Y"
93605,2000
48629,2000
21081,2000
77554,2000
85902,2000
81150,2000
39080,2000
29815,2000
22018,2000
2579,2000
74521,2000
93462,2000
94880,2000
23898,2000
43930,2000
6762,2000
52884,2000
14321,2000
80034,2000
27996,2000
62176,2000
8993,2000
54438,2000
15029,2000
1255,2000
63532,2000
33621,2000
27844,2000
84914,2000
69692,2000
18501,2000
3569,2000
44141,2000
18718,2000
2973,2000
3065,2000
35728,2000
56588,2000
50796,2000
77433,2000
4237,2000
36572,2000
82880,2000
53739,2000
46307,2000
47142,2000
9697,2000
66206,2000
78690,2000
26943,2000
84744,2000
32054,2000
4638,2000
55467,2000
2845,2000
31729,2000
53560,2000
15164,2000
70342,2000
93844,2000
85325,2000
60612,2000
43284,2000
3212,2000
39956,2000
83389,2000
59772,2000
59229,2000
42112,2000
52055,2000
62234,2000
88979,2000
31181,2000
60386,2000
27869,2000
32644,2000
55797,2000
33350,2000
33460,2000
32787,2000
61044,2000
53001,2000
8593,2000
65418,2000
93375,2000
36501,2000
83295,2000
36179,2000
52213,2000
43766,2000
48922,2000
86889,2000
81854,2000
14947,2000
27321,2000
76155,2000
10803,2000
37925,2000
44637,2000
74245,2000
77955,2000
66267,2000
45626,2000
26791,2000
5608,2000
6894,2000
63073,2000
19999,2000
12352,2000
41723,2000
3272,2000
61219,2000
95493,2000
2693,2000
40412,2000
36114,2000
58815,2000
36580,2000
60461,2000
45814,2000
9032,2000
92506,2000
60506,2000
24517,2000
16869,2000
25686,2000
40950,2000
78205,2000
60440,2000
80031,2000
16790,2000
37629,2000
50655,2000
78396,2000
23317,2000
23453,2000
68290,2000
83018,2000
95591,2000
14547,2000
13534,2000
83138,2000
6458,2000
45314,2000
48947,2000
22030,2000
3469,2000
32062,2000
76547,2000
4926,2000
48421,2000
78094,2000
67399,2000
13835,2000
14663,2000
78995,2000
66745,2000
54384,2000
66135,2000
17304,2000
2327,2000
20916,2000
55132,2000
76195,2000
43784,2000
41672,2000
48799,2000
95604,2000
31772,2000
90855,2000
60210,2000
19263,2000
60720,2000
36833,2000
33053,2000
7993,2000
54638,2000
90303,2000
1392,2000
55436,2000
72358,2000
80714,2000
76561,2000
85603,2000
46795,2000
38313,2000
34828,2000
45229,2000
4704,2000
7163,2000
72257,2000
70786,2000
42754,2000
46378,2000
68847,2000
35602,2000
80271,2000
32652,2000
66240,2000
59455,2000
45991,2000
891,2000
42750,2000
28423,2000
11216,2000
36390,2000
1422,2000
60826,2000
59671,2000
48333,2000
5744,2000
198,2000
63950,2000
34556,2000
60313,2000
13543,2000
75896,2000
54992,2000
8789,2000
46548,2000
29442,2000
23635,2000
79438,2000
79259,2000
32188,2000
91241,2000
88312,2000
65070,2000
42386,2000
21497,2000
91096,2000
63843,2000
76194,2000
33000,2000
16223,2000
53170,2000
77627,2000
36659,2000
81594,2000
44198,2000
25800,2000
47897,2000
61737,2000
23921,2000
92595,2000
36912,2000
74590,2000
91913,2000
90329,2000
43517,2000
60109,2000
61011,2000
65676,2000
19639,2000
52916,2000
58296,2000
32630,2000
87164,2000
92699,2000
18102,2000
57544,2000
80207,2000
62309,2000
16115,2000
69067,2000
61547,2000
55233,2000
82781,2000
28693,2000
65064,2000
63274,2000
73483,2000
15114,2000
80215,2000
3926,2000
85681,2000
92147,2000
49300,2000
83251,2000
93663,2000
13654,2000
8946,2000
48276,2000
83200,2000
13581,2000
5895,2000
57996,2000
67509,2000
4862,2000
12167,2000
22100,2000
23721,2000
20476,2000
91919,2000
79087,2000
5717,2000
12149,2000
27521,2000
19108,2000
92053,2000
84990,2000
86500,2000
74318,2000
5484,2000
20878,2000
14033,2000
77994,2000
55775,2000
46008,2000
30202,2000
53939,2000
49458,2000
74464,2000
36680,2000
54951,2000
78150,2000
39787,2000
22461,2000
29348,2000
30019,2000
79156,2000
12466,2000
41888,2000
74754,2000
57242,2000
65990,2000
10238,2000
3909,2000
43732,2000
66718,2000
86842,2000
65510,2000
66849,2000
21369,2000
79890,2000
23210,2000
90571,2000
93458,2000
40070,2000
67815,2000
1222,2000
5282,2000
47664,2000
28918,2000
78221,2000
36607,2000
95892,2000
45152,2000
49772,2000
47905,2000
77431,2000
95015,2000
93975,2000
82070,2000
1151,2000
36498,2000
52326,2000
37469,2000
95024,2000
74310,2000
37494,2000
30925,2000
75493,2000
26562,2000
22394,2000
15516,2000
7027,2000
40999,2000
91967,2000
57197,2000
7580,2000
47272,2000
13146,2000
75151,2000
51247,2000
22695,2000
37387,2000
52408,2000
25422,2000
87179,2000
56301,2000
18712,2000
43797,2000
41520,2000
89069,2000
16562,2000
8527,2000
4029,2000
18333,2000
61938,2000
62203,2000
65077,2000
62047,2000
50863,2000
55218,2000
6815,2000
8802,2000
6410,2000
7805,2000
68180,2000
65885,2000
45549,2000
33824,2000
4148,2000
17778,2000
23934,2000
192,2000
11909,2000
79137,2000
20846,2000
53307,2000
21141,2000
8495,2000
47462,2000
7977,2000
95658,2000
1304,2000
41055,2000
2821,2000
11478,2000
64812,2000
27224,2000
87139,2000
46067,2000
54572,2000
67249,2000
17770,2000
2645,2000
81458,2000
29027,2000
83353,2000
39319,2000
70608,2000
16108,2000
49042,2000
6171,2000
60072,2000
33145,2000
38926,2000
77540,2000
54414,2000
65553,2000
18324,2000
93675,2000
23595,2000
6239,2000
89537,2000
77042,2000
8473,2000
17665,2000
376,2000
93167,2000
31620,2000
66996,2000
92785,2000
64465,2000
620,2000
24748,2000
70578,2000
33652,2000
77184,2000
31506,2000
1019,2000
58826,2000
369,2000
67314,2000
8858,2000
22395,2000
6124,2000
92549,2000
40117,2000
54672,2000
12147,2000
58331,2000
87330,2000
92209,2000
46748,2000
82638,2000
41449,2000
88526,2000
74297,2000
87030,2000
57276,2000
11150,2000
10102,2000
2628,2000
58703,2000
62565,2000
51518,2000
50934,2000
81644,2000
23212,2000
53205,2000
84267,2000
59502,2000
3590,2000
74934,2000
29080,2000
46137,2000
7714,2000
41996,2000
1492,2000
70224,2000
4178,2000
63135,2000
25624,2000
71394,2000
51922,2000
92670,2000
8313,2000
88969,2000
14182,2000
32316,2000
9986,2000
69747,2000
81610,2000
35601,2000
21475,2000
52089,2000
13494,2000
63035,2000
24936,2000
74599,2000
4427,2000
73508,2000
39070,2000
33906,2000
31221,2000
33335,2000
65238,2000
96140,2000
19052,2000
4722,2000
79425,2000
44737,2000
81995,2000
18793,2000
84071,2000
70392,2000
40489,2000
68732,2000
10348,2000
55040,2000
11352,2000
47854,2000
42692,2000
60976,2000
20668,2000
29053,2000
72531,2000
81613,2000
13817,2000
11349,2000
47468,2000
81734,2000
10243,2000
49025,2000
36628,2000
50220,2000
75746,2000
74606,2000
23229,2000
47073,2000
59901,2000
4206,2000
25992,2000
86854,2000
29508,2000
61846,2000
8461,2000
49109,2000
69932,2000
8624,2000
51726,2000
60860,2000
20783,2000
96057,2000
20811,2000
25544,2000
93689,2000
81581,2000
67505,2000
25424,2000
95717,2000
76717,2000
47514,2000
43935,2000
6726,2000
31813,2000
91992,2000
52667,2000
15993,2000
25625,2000
43416,2000
25971,2000
80715,2000
41176,2000
57839,2000
3758,2000
75754,2000
89947,2000
38435,2000
91154,2000
47391,2000
22829,2000
55055,2000
78619,2000
46334,2000
83640,2000
3622,2000
16211,2000
91090,2000
70045,2000
26315,2000
89512,2000
55486,2000
76431,2000
77440,2000
75962,2000
16398,2000
62709,2000
17887,2000
92936,2000
11042,2000
74473,2000
71409,2000
32145,2000
8522,2000
35367,2000
23014,2000
27722,2000
78093,2000
58507,2000
18728,2000
90728,2000
13871,2000
3484,2000
22885,2000
14020,2000
32844,2000
52472,2000
26497,2000
91019,2000
79375,2000
93721,2000
32048,2000
54738,2000
34947,2000
66522,2000
30872,2000
91576,2000
46857,2000
30655,2000
61111,2000
64317,2000
47456,2000
75554,2000
88463,2000
18069,2000
57353,2000
70433,2000
93641,2000
73278,2000
62570,2000
505,2000
62491,2000
41297,2000
17171,2000
4774,2000
83902,2000
83791,2000
22430,2000
70688,2000
57528,2000
12698,2000
49717,2000
51641,2000
18534,2000
80346,2000
64063,2000
78551,2000
33978,2000
86538,2000
67275,2000
14310,2000
62845,2000
21460,2000
26955,2000
10855,2000
15137,2000
6792,2000
29412,2000
46303,2000
11975,2000
468,2000
94265,2000
33013,2000
81435,2000
41202,2000
92379,2000
8616,2000
12297,2000
30137,2000
23682,2000
28027,2000
1134,2000
70481,2000
14609,2000
27350,2000
68435,2000
7958,2000
81302,2000
26283,2000
26727,2000
90163,2000
72089,2000
47015,2000
48851,2000
76673,2000
51668,2000
42284,2000
4837,2000
6406,2000
68106,2000
34322,2000
70846,2000
32716,2000
69516,2000
17610,2000
57952,2000
11938,2000
4060,2000
55144,2000
48257,2000
21747,2000
66646,2000
32156,2000
37147,2000
27362,2000
16299,2000
42199,2000
45354,2000
11809,2000
47648,2000
5778,2000
24645,2000
80419,2000
38118,2000
60392,2000
43235,2000
13933,2000
12217,2000
3299,2000
93839,2000
37219,2000
11372,2000
78949,2000
1662,2000
60556,2000
9988,2000
69835,2000
91555,2000
82143,2000
86613,2000
78254,2000
80433,2000
49897,2000
59748,2000
24221,2000
17013,2000
71625,2000
29890,2000
28283,2000
18303,2000
83334,2000
62449,2000
48460,2000
73826,2000
70697,2000
70311,2000
68746,2000
69298,2000
27943,2000
84937,2000
22412,2000
56410,2000
37686,2000
17122,2000
86328,2000
30323,2000
42356,2000
69993,2000
68273,2000
95026,2000
83849,2000
75060,2000
45293,2000
55523,2000
10124,2000
56616,2000
34704,2000
76568,2000
81428,2000
62500,2000
50546,2000
3738,2000
7643,2000
26683,2000
31568,2000
715,2000
72507,2000
6710,2000
20354,2000
1002,2000
56445,2000
5228,2000
82249,2000
26479,2000
3135,2000
35608,2000
57924,2000
95719,2000
24848,2000
32702,2000
8274,2000
51244,2000
68056,2000
88536,2000
6969,2000
80944,2000
70299,2000
49132,2000
88720,2000
59023,2000
90021,2000
17558,2000
44245,2000
72196,2000
47652,2000
12363,2000
30583,2000
77135,2000
48394,2000
86017,2000
92434,2000
80300,2000
36276,2000
56371,2000
68570,2000
41635,2000
16547,2000
29449,2000
86961,2000
5432,2000
17035,2000
53494,2000
41995,2000
69826,2000
31840,2000
64844,2000
71207,2000
4207,2000
18862,2000
27624,2000
81155,2000
44913,2000
93446,2000
33443,2000
2651,2000
33127,2000
66490,2000
3783,2000
90330,2000
62723,2000
50590,2000
58790,2000
46070,2000
83632,2000
41170,2000
76997,2000
71565,2000
10899,2000
64751,2000
7737,2000
540,2000
8059,2000
52846,2000
55079,2000
28640,2000
82032,2000
42566,2000
43096,2000
87674,2000
70059,2000
75308,2000
90531,2000
37433,2000
52746,2000
66728,2000
69870,2000
41827,2000
8069,2000
48092,2000
73004,2000
52049,2000
68429,2000
7778,2000
10235,2000
15071,2000
68270,2000
62033,2000
71260,2000
85732,2000
49815,2000
4698,2000
5545,2000
17763,2000
80671,2000
37203,2000
37905,2000
40578,2000
86712,2000
58806,2000
3768,2000
15782,2000
87888,2000
58246,2000
36406,2000
81783,2000
65533,2000
4571,2000
5434,2000
2664,2000
38533,2000
53530,2000
93244,2000
86990,2000
74336,2000
34738,2000
13810,2000
56152,2000
51509,2000
72401,2000
73392,2000
9316,2000
20567,2000
40949,2000
45878,2000
40167,2000
32881,2000
25499,2000
68368,2000
10494,2000
28983,2000
87118,2000
24077,2000
25559,2000
41452,2000
67578,2000
18876,2000
34804,2000
59449,2000
92817,2000
76750,2000
9180,2000
59567,2000
66685,2000
21916,2000
11628,2000
13655,2000
28038,2000
38250,2000
21879,2000
90049,2000
12961,2000
20877,2000
64193,2000
56835,2000
66117,2000
35405,2000
15129,2000
46249,2000
94562,2000
86150,2000
70199,2000
51673,2000
13870,2000
95371,2000
27191,2000
68590,2000
88340,2000
92510,2000
91442,2000
52503,2000
73382,2000
23905,2000
32887,2000
59235,2000
2218,2000
21342,2000
83958,2000
36002,2000
88325,2000
73415,2000
91038,2000
67174,2000
76885,2000
87594,2000
84960,2000
70916,2000
65535,2000
45774,2000
33736,2000
24918,2000
28172,2000
32267,2000
49054,2000
90911,2000
76746,2000
39663,2000
50979,2000
90632,2000
49958,2000
23105,2000
78,2000
30859,2000
35353,2000
23680,2000
17517,2000
65354,2000
53918,2000
95574,2000
51527,2000
79788,2000
86844,2000
24733,2000
58068,2000
46123,2000
15960,2000
95421,2000
31425,2000
19871,2000
3013,2000
84238,2000
13658,2000
91678,2000
43440,2000
46719,2000
77181,2000
37030,2000
40414,2000
62243,2000
85608,2000
978,2000
5637,2000
80422,2000
58130,2000
73915,2000
54377,2000
42114,2000
1035,2000
60894,2000
25084,2000
43382,2000
90382,2000
11837,2000
84994,2000
20987,2000
39909,2000
95050,2000
20757,2000
48491,2000
11341,2000
92288,2000
22678,2000
33633,2000
82469,2000
28567,2000
15037,2000
93794,2000
17839,2000
44001,2000
49091,2000
54365,2000
14324,2000
44601,2000
208,2000
43340,2000
66820,2000
90581,2000
79538,2000
49263,2000
88397,2000
77271,2000
95147,2000
7871,2000
33004,2000
76571,2000
69761,2000
40156,2000
10249,2000
90867,2000
79176,2000
65552,2000
66342,2000
26316,2000
67137,2000
20829,2000
36136,2000
23714,2000
62860,2000
54043,2000
74943,2000
20923,2000
80843,2000
66355,2000
41947,2000
32516,2000
89421,2000
22789,2000
59107,2000
47757,2000
76467,2000
71646,2000
50025,2000
82452,2000
37732,2000
54,2000
36543,2000
42645,2000
64185,2000
57511,2000
78966,2000
80536,2000
19665,2000
44371,2000
93495,2000
52742,2000
60348,2000
60754,2000
81790,2000
14320,2000
236,2000
25752,2000
65991,2000
51317,2000
49887,2000
46988,2000
16404,2000
31384,2000
16660,2000
7984,2000
15653,2000
12097,2000
12277,2000
8229,2000
92557,2000
74042,2000
50543,2000
86881,2000
51633,2000
61208,2000
20382,2000
60340,2000
71174,2000
51778,2000
68751,2000
88861,2000
89296,2000
9251,2000
2591,2000
13473,2000
23562,2000
38937,2000
66661,2000
72352,2000
22241,2000
95779,2000
91484,2000
46810,2000
81154,2000
34390,2000
95552,2000
23687,2000
41318,2000
64150,2000
37154,2000
89950,2000
84164,2000
32604,2000
43550,2000
61622,2000
17685,2000
61766,2000
94389,2000
42185,2000
54311,2000
66087,2000
2316,2000
78484,2000
48759,2000
15210,2000
81973,2000
87016,2000
5330,2000
35366,2000
5548,2000
95344,2000
65588,2000
20315,2000
42606,2000
15032,2000
56131,2000
3983,2000
34622,2000
76993,2000
85488,2000
47775,2000
53496,2000
6534,2000
16875,2000
87689,2000
89200,2000
77765,2000
2917,2000
43445,2000
45804,2000
27748,2000
25750,2000
27411,2000
51902,2000
38833,2000
10075,2000
72872,2000
54608,2000
37006,2000
74244,2000
66723,2000
89333,2000
82248,2000
66318,2000
15605,2000
95509,2000
62624,2000
69940,2000
52747,2000
1424,2000
78717,2000
67673,2000
77954,2000
83984,2000
31054,2000
82611,2000
49408,2000
2123,2000
23959,2000
8395,2000
65845,2000
52931,2000
60120,2000
65368,2000
40866,2000
44478,2000
60509,2000
48774,2000
68745,2000
29069,2000
91132,2000
60937,2000
36992,2000
44323,2000
57665,2000
43110,2000
19208,2000
68463,2000
42958,2000
61937,2000
34277,2000
15884,2000
59519,2000
28480,2000
64014,2000
33775,2000
73917,2000
28080,2000
52419,2000
6720,2000
23124,2000
90668,2000
62218,2000
15840,2000
31429,2000
12543,2000
34075,2000
56066,2000
8452,2000
78709,2000
20919,2000
85873,2000
62197,2000
42949,2000
13837,2000
78964,2000
8806,2000
63396,2000
3267,2000
32641,2000
86281,2000
6462,2000
17000,2000
48815,2000
76737,2000
3608,2000
32792,2000
94634,2000
6608,2000
79618,2000
20659,2000
37769,2000
40671,2000
15359,2000
87560,2000
61229,2000
10184,2000
4982,2000
69028,2000
94441,2000
74295,2000
5145,2000
24528,2000
30771,2000
6411,2000
10363,2000
21834,2000
86920,2000
86927,2000
45863,2000
42919,2000
76778,2000
41914,2000
5686,2000
89483,2000
31702,2000
51268,2000
11215,2000
72932,2000
92790,2000
85917,2000
37378,2000
34438,2000
3280,2000
15148,2000
47365,2000
33386,2000
84815,2000
89651,2000
64698,2000
66507,2000
59568,2000
49134,2000
92471,2000
85668,2000
48060,2000
73263,2000
60339,2000
30534,2000
2496,2000
87904,2000
94100,2000
60927,2000
91093,2000
16771,2000
73217,2000
43082,2000
71232,2000
7327,2000
59059,2000
68532,2000
59757,2000
79780,2000
26173,2000
52346,2000
75886,2000
21462,2000
50764,2000
61107,2000
89640,2000
48578,2000
62785,2000
76633,2000
14819,2000
39935,2000
39692,2000
18902,2000
17495,2000
32835,2000
95424,2000
59548,2000
7058,2000
72014,2000
45245,2000
49374,2000
75742,2000
51309,2000
56259,2000
55094,2000
83058,2000
26330,2000
15031,2000
61992,2000
86053,2000
2034,2000
84824,2000
25898,2000
24590,2000
48449,2000
80360,2000
14584,2000
65369,2000
17309,2000
63516,2000
59087,2000
54424,2000
14066,2000
5209,2000
91449,2000
61753,2000
30681,2000
1221,2000
86967,2000
94825,2000
37372,2000
23581,2000
82812,2000
10356,2000
19443,2000
82829,2000
61005,2000
96201,2000
32691,2000
13211,2000
72543,2000
24171,2000
25613,2000
66721,2000
92341,2000
15838,2000
86175,2000
68296,2000
40927,2000
38234,2000
63461,2000
71870,2000
82262,2000
62100,2000
8114,2000
78314,2000
44773,2000
74346,2000
28271,2000
27967,2000
92496,2000
2377,2000
93757,2000
5226,2000
70648,2000
74118,2000
84628,2000
84154,2000
13926,2000
22642,2000
48140,2000
45409,2000
37678,2000
17184,2000
80044,2000
15554,2000
45622,2000
68237,2000
5555,2000
91957,2000
87561,2000
52546,2000
78545,2000
4663,2000
26521,2000
6691,2000
38682,2000
49974,2000
69089,2000
42355,2000
84519,2000
6536,2000
88731,2000
54483,2000
82996,2000
6320,2000
81945,2000
65127,2000
76977,2000
22937,2000
59309,2000
84132,2000
68090,2000
88442,2000
47884,2000
46312,2000
45714,2000
90559,2000
82263,2000
74766,2000
89260,2000
51397,2000
31716,2000
20487,2000
75074,2000
3825,2000
44813,2000
83911,2000
456,2000
2457,2000
25791,2000
362,2000
51844,2000
88775,2000
93315,2000
55320,2000
61108,2000
53877,2000
74600,2000
74479,2000
81169,2000
56757,2000
68721,2000
31001,2000
12465,2000
34448,2000
14003,2000
72633,2000
61148,2000
15146,2000
36450,2000
8435,2000
52206,2000
50456,2000
44875,2000
81672,2000
82299,2000
43305,2000
32007,2000
92205,2000
4940,2000
50316,2000
65703,2000
27089,2000
32034,2000
25387,2000
94865,2000
22605,2000
54980,2000
34166,2000
28194,2000
11442,2000
42079,2000
23473,2000
45556,2000
23244,2000
48964,2000
26390,2000
40077,2000
35852,2000
58945,2000
45304,2000
56518,2000
78645,2000
32303,2000
26883,2000
79236,2000
8710,2000
64044,2000
35182,2000
23833,2000
69775,2000
89498,2000
22494,2000
57832,2000
35762,2000
61473,2000
11339,2000
39747,2000
17571,2000
64448,2000
56249,2000
78028,2000
64973,2000
28360,2000
37380,2000
42616,2000
27124,2000
16556,2000
96014,2000
86717,2000
87925,2000
36560,2000
95661,2000
38984,2000
26014,2000
88982,2000
39855,2000
65565,2000
204,2000
35772,2000
30990,2000
18860,2000
41302,2000
32671,2000
10734,2000
75017,2000
91686,2000
75085,2000
58434,2000
74851,2000
14246,2000
86232,2000
25813,2000
2996,2000
34721,2000
91930,2000
31522,2000
21922,2000
61336,2000
58236,2000
47812,2000
94782,2000
57239,2000
82500,2000
83649,2000
31444,2000
72458,2000
56745,2000
90024,2000
62844,2000
63631,2000
18759,2000
61582,2000
82854,2000
22450,2000
21341,2000
53525,2000
53875,2000
17808,2000
17806,2000
68817,2000
88743,2000
81669,2000
25995,2000
73750,2000
51455,2000
22501,2000
73896,2000
9837,2000
90872,2000
6518,2000
38686,2000
1185,2000
7546,2000
51071,2000
57502,2000
3112,2000
15518,2000
89951,2000
92111,2000
18868,2000
5460,2000
70789,2000
62731,2000
69320,2000
13736,2000
72337,2000
80977,2000
92080,2000
5768,2000
73880,2000
1870,2000
61316,2000
11991,2000
30871,2000
74430,2000
56309,2000
39066,2000
75891,2000
6906,2000
19663,2000
71196,2000
56174,2000
94648,2000
4782,2000
44400,2000
41447,2000
83996,2000
45054,2000
70760,2000
89382,2000
86917,2000
43740,2000
65003,2000
54614,2000
26705,2000
26362,2000
1017,2000
6362,2000
96150,2000
69961,2000
70971,2000
7081,2000
95992,2000
62511,2000
30277,2000
75696,2000
74752,2000
96084,2000
29634,2000
557,2000
61880,2000
78793,2000
72221,2000
94585,2000
13301,2000
25569,2000
42545,2000
36801,2000
26446,2000
58219,2000
59388,2000
19733,2000
95922,2000
31847,2000
29070,2000
72686,2000
55154,2000
96352,2000
23683,2000
52363,2000
48630,2000
20193,2000
64668,2000
41566,2000
2835,2000
74898,2000
62319,2000
74955,2000
58090,2000
31769,2000
24737,2000
19394,2000
18990,2000
23938,2000
69743,2000
63324,2000
80636,2000
43226,2000
50336,2000
58958,2000
35922,2000
36811,2000
61953,2000
24662,2000
31709,2000
47798,2000
36967,2000
5808,2000
84646,2000
37025,2000
75216,2000
93424,2000
85771,2000
89700,2000
67069,2000
92240,2000
19197,2000
55681,2000
79171,2000
58770,2000
33751,2000
26307,2000
95576,2000
95317,2000
83323,2000
13571,2000
24893,2000
55049,2000
66246,2000
440,2000
49649,2000
29820,2000
53286,2000
55035,2000
2281,2000
66869,2000
21569,2000
35865,2000
48176,2000
87608,2000
89556,2000
48039,2000
78943,2000
47606,2000
88111,2000
5322,2000
24525,2000
54502,2000
86987,2000
87275,2000
57437,2000
84834,2000
43631,2000
43954,2000
31019,2000
72261,2000
27895,2000
54044,2000
416,2000
92,2000
37883,2000
54874,2000
6883,2000
30732,2000
43945,2000
50018,2000
21628,2000
70551,2000
69966,2000
87523,2000
86848,2000
66595,2000
87539,2000
76380,2000
19315,2000
94311,2000
52225,2000
79846,2000
3195,2000
55213,2000
66015,2000
25818,2000
35788,2000
4043,2000
48199,2000
24545,2000
30058,2000
85783,2000
35415,2000
18339,2000
5852,2000
47917,2000
43575,2000
57455,2000
59290,2000
22658,2000
5915,2000
28400,2000
16754,2000
70208,2000
87644,2000
39163,2000
1999,2000
76115,2000
48067,2000
47036,2000
76964,2000
14620,2000
94322,2000
55931,2000
27560,2000
38237,2000
92736,2000
15248,2000
45174,2000
63548,2000
47299,2000
59737,2000
71311,2000
55278,2000
56645,2000
59176,2000
66861,2000
14139,2000
60031,2000
61441,2000
35294,2000
4251,2000
50684,2000
17994,2000
53925,2000
173,2000
42611,2000
6914,2000
51346,2000
47261,2000
80876,2000
1484,2000
93215,2000
62213,2000
57269,2000
86331,2000
49678,2000
27763,2000
44863,2000
52955,2000
72614,2000
19418,2000
9483,2000
33886,2000
55332,2000
45103,2000
85382,2000
19782,2000
78931,2000
17455,2000
78031,2000
73237,2000
15184,2000
18893,2000
91261,2000
52766,2000
24446,2000
4533,2000
